User,Chatbot,Intent,Emotion,Probability
The kids were involved in a car crash and a few of them have broken bones,I am sorry to hear that the kids were injured during the accident,Health,sadness,0.8
Karin and I did a good job refinishing the dining table,I am glad you and Karin did a good job refinishing the table,Happy_Excited_Joy, Neutral,0.6
Karin and I did a good job refinishing the dining table,I am glad to hear you and Karin did a good job refinishing the dining table,Happy_Excited_Joy, Neutral,0.6
this house is too expensive for me to afford,I am sad that you cant afford the house,Info, Neutral,0.9
this house is too expensive for me to afford,I am sorry to hear that the house is too expensive you ca n't afford,Info, Neutral,0.9
My mom 's surgery is over with and it looks like she 's doing okay now,I am glad your mom 's surgery is over,Health,joy,0.57
My mom 's surgery is over with and it looks like she 's doing okay now,I am glad your mom is doing okay after her surgery,Health,joy,0.57
"The ultrasound showed there are no complications , the baby is fine","I am happy to hear that the ultrasound showed there are no complications , the baby is fine",Health,joy,0.9
Today was one of those perfect days,I am glad to hear about your perfect day,Happy_Excited_Joy,joy,0.9
Today was one of those perfect days,I am glad today was perfect,Happy_Excited_Joy,joy,0.9
I won the lottery today,I am happy you won the lottery,Happy_Excited_Joy,joy,0.6
I won the lottery today,I am happy that you won the lottery today,Happy_Excited_Joy,joy,0.6
"The job was easy and very entertaining , I would do it again",I am glad the job was easy and entertaining,Happy_Excited_Joy, Neutral,0.8
"The job was easy and very entertaining , I would do it again","I am happy to hear you would do the job again , because it was so entertaining and easy to do",Happy_Excited_Joy, Neutral,0.8
Wages have n't increased enough in the last 30 years in order to live comfortably,I am sorry to hear about the wages,Sad, Neutral,0.5
Wages have n't increased enough in the last 30 years in order to live comfortably,"I am sorry to hear that in the last 30 years , people ca n't live comfortably because of stale wages",Sad, Neutral,0.5
I 'm going to a party at my friend 's house tonight,I am glad to hear about the party,Info,anger,0.6
I 'm going to a party at my friend 's house tonight,I am glad to hear that you 're going to a party at your best friend 's house tonight,Info,anger,0.6
I finally got my Masters degree,I am happy about your degree,Confirm,joy,0.87
I finally got my Masters degree,I am happy that you finally got your Masters degree,Confirm,joy,0.87
I ate some gourmet cuisine,I am glad to hear about your cuisine,Eat_Food, Neutral,0.9
I ate some gourmet cuisine,I am glad that you ate some gourmet cuisine,Eat_Food, Neutral,0.9
Rowen was able to get a heart transplant and is doing well,I am glad Rowen was able to get the heart transplant,Health,joy,0.53
Rowen was able to get a heart transplant and is doing well,I am glad Rowen was able to get the heart transplant and is doing well,Health,joy,0.53
I ate the most amazing pizza with red and yellow peppers on it today,I am glad to hear that you liked your pizza,Eat_Food,joy,0.6
I ate the most amazing pizza with red and yellow peppers on it today,I am glad to hear that you found the pizza with yellow and red pepper amazing,Eat_Food,joy,0.6
My daughter starts her new job tomorrow,I am glad to hear that your daughter starts tomorrow,Info,sadness,0.5
My daughter starts her new job tomorrow,I am glad to hear that your daughter starts tomorrow in her new job,Info,sadness,0.5
My knee hurts a lot today and I had to skip the gym,I am sorry about your knee,Health,sadness,0.9
My knee hurts a lot today and I had to skip the gym,I am sad that your knee hurt and you could not go to the gym,Health,sadness,0.9
I got a raise at work today,I am happy you got a raise,Happy_Excited_Joy,joy,0.87
I got a raise at work today,I am glad am so happy that you for a raise at work today,Happy_Excited_Joy,joy,0.87
My sister gave me my favorite shirt back finally,I am glad you have your shirt back,Happy_Excited_Joy, Neutral,0.57
My sister gave me my favorite shirt back finally,I am happy your sister gave your favorite shirt back,Happy_Excited_Joy, Neutral,0.57
The mailman showed up with our Christmas presents today,I am glad that the Christmas presents showed up,Happy_Excited_Joy,joy,0.9
The mailman showed up with our Christmas presents today,I am happy that the mailman showed up with your Christmas presents,Happy_Excited_Joy,joy,0.9
My lost dog returned home to us the very next day,I am happy to hear about your dog,Happy_Excited_Joy,sadness,0.6
My lost dog returned home to us the very next day,I am happy to hear your dog came home,Happy_Excited_Joy,sadness,0.6
My husband built a fort for our kids any they love it,I am happy for your kids,Love,joy,0.87
My husband built a fort for our kids any they love it,I am glad your kids love the fort your husband built them,Love,joy,0.87
I got paid extra this week for mowing my neighbors lawn,I am happy you got paid extra this week,Happy_Excited_Joy, Neutral,0.53
I got paid extra this week for mowing my neighbors lawn,I am happy you got paid extra this week for mowing your neighbor 's lawn,Happy_Excited_Joy, Neutral,0.53
The car I just bought last year broke down today,I am sorry to hear about your car,Sad,sadness,0.87
The car I just bought last year broke down today,I am sorry to hear that the car you bought last year broke down today,Sad,sadness,0.87
It is wounderful,I am glad to hear it 's wonderful,Surprise_Amazed,joy,0.5
It is wounderful,I am happy that it is wonderful,Surprise_Amazed,joy,0.5
I ca n't believe we won the contest,I am glad you won,Surprise_Amazed, Neutral,0.9
I ca n't believe we won the contest,I am glad you won the contest,Surprise_Amazed, Neutral,0.9
I missed the birthday party because of work,I am sad I missed the party,Sad,sadness,0.9
I missed the birthday party because of work,I am sad that I missed the birthday party because of my work,Sad,sadness,0.9
"I passed it , and actually got the best score in the class",I am glad you passed the test,Happy_Excited_Joy,joy,0.87
"I passed it , and actually got the best score in the class",I am glad you passed the test with the best score,Happy_Excited_Joy,joy,0.87
The Chinese food I ate last night did n't agree with my system,I am sorry the food did n't agree with you,Eat_Food, Neutral,0.9
The Chinese food I ate last night did n't agree with my system,I am sorry the Chinese food from last night did n't agree with you,Eat_Food, Neutral,0.9
I am getting a promotion,I am glad about the promotion,Happy_Excited_Joy,joy,0.5
I am getting a promotion,I am glad you 're getting a promotion,Happy_Excited_Joy,joy,0.5
My dog ate my phone bill and now I do n't know what I owe,I am sorry to hear your dog at your phone bill,Angry_Frustrated, Neutral,0.83
My dog ate my phone bill and now I do n't know what I owe,I am sorry to hear about your dog eating your phone bill,Angry_Frustrated, Neutral,0.83
They could n't save the finger,I am sorry they could n't save the finger,Health, Neutral,0.83
They could n't save the finger,I am sorry to hear they could n't save the finger,Health, Neutral,0.83
I got a raise at work,I am happy that you got a raise,Happy_Excited_Joy,joy,0.87
I got a raise at work,I am happy that you got a raise at your work,Happy_Excited_Joy,joy,0.87
My hair is on point today,I am happy about your hair,Info,joy,0.9
My hair is on point today,I am happy that your hair is on point today,Info,joy,0.9
My dog just had puppies,I am happy for your dog,Info, Neutral,0.87
My dog just had puppies,I am happy that your dog just had puppies,Info, Neutral,0.87
I got pulled over today,I am sorry you got pulled over,Sad,joy,0.9
I got pulled over today,I am sorry you got pulled over today,Sad,joy,0.9
I lost my wallet on the bus this morning,I am sorry you lost your wallet,Sad,sadness,0.9
I lost my wallet on the bus this morning,I am sorry you lost your wallet on the bus this morning,Sad,sadness,0.9
My car got flooded last night,I am sorry about your car,Sad,joy,0.87
My car got flooded last night,I am sorry your car got flooded,Sad,joy,0.87
The insurance company would n't cover my claim,I am sorry they wo n't cover your claim,Sad, Neutral,0.8
The insurance company would n't cover my claim,I am sorry the insurance company would n't cover your claim,Sad, Neutral,0.8
I got a huge bonus for Christmas,I am glad about your bonus,Happy_Excited_Joy, Neutral,0.53
I got a huge bonus for Christmas,I am happy that you got a huge bonus for Christmas,Happy_Excited_Joy, Neutral,0.53
My wife and I are going to visit California in July to celebrate our anniversary,I am glad you and your wife are going to California for your anniversary,Info, Neutral,0.6
My wife and I are going to visit California in July to celebrate our anniversary,I am glad you and your wife are going to California in July to celebrate your anniversary,Info, Neutral,0.6
I have to get a wound vac because my surgical incision is n't healing,I am sorry to hear about your incision,Health,joy,0.6
I have to get a wound vac because my surgical incision is n't healing,I am sorry to hear that your surgical incision is n't healing,Health,joy,0.6
My dill plant is finally starting to perk up a bit,I am glad you dill plant is perking up,Happy_Excited_Joy,sadness,0.83
My dill plant is finally starting to perk up a bit,I am glad your dill plant is starting to perk up a bit,Happy_Excited_Joy,sadness,0.83
All my friends are mad at me,I am sorry to hear about your friends,Sad,anger,0.9
All my friends are mad at me,I am sorry to hear that all your friends are mad at you,Sad,anger,0.9
"When my pizza was delivered , there was a dead fly on it",I am sorry your pizza had a dead fly in it,Eat_Food, Neutral,0.9
